1,Москва,Московская область,b2c3b7cd-05a2-4f44-b9a0-27b680ad1952
2,Санкт-Петербург,Ленинградская область,bf504624-fdc8-48ff-849e-a1894e52c0cb
8,Череповец,Вологодская область,4df002ce-661b-4e07-92f6-3d2804744ac3
10,Волгоград,Волгоградская область,1d9c265b-e3d0-40ab-8a52-64ede15bee73
11,Северодвинск,Архангельская область,a779be69-d9bd-4907-a8f9-4468da233ed3
12,Пушкин,Санкт-Петербург,85c9d339-3060-444b-a705-c632ca67b9c2
18,Альметьевск,Республика Татарстан,0e68f4b3-627e-4644-9226-9a22ab2b12fd
19,Ангарск,Иркутская область,769e5887-decb-4e02-9381-1a18c2d5ec98
20,Арзамас,Нижегородская область,e8dd98fb-a99b-478b-bbe9-ecded28ac499
21,Армавир,Краснодарский край,af8d3e5f-a766-46e2-9c93-fa49451d7836
22,Архангельск,Архангельская область,4e4d0dcc-8bfa-436d-a70b-43d60c753b9b
23,Астрахань,Астраханская область,ed735fc6-41bd-4593-bd5c-765c7603835c
24,Балашиха,Московская область,8ace2e3f-10a9-4231-97be-bd6cbdb99619
25,Барнаул,Алтайский край,8ca31559-e903-4b7d-b9c3-7f56ace221d1
26,Белгород,Белгородская область,a2652462-0be5-40ee-a545-87e9ba2922cf
27,Бийск,Алтайский край,4623a36f-046e-4989-8e6b-369be934ceb1
28,Биробиджан,Еврейская автономная область,9e1dbbbd-402a-47c1-9875-f209554b37ce
29,Бирск,Республика Башкортостан,f0ed0498-1cbb-497d-8c30-611a671a804c
30,Благовещенск,Амурская область,fc3fe31e-9a81-407d-acb5-25c8db011e59
34,Великие Луки,Псковская область,7cf2e830-ff39-47e1-9285-86d3eb8c0048
35,Великий Новгород,Новгородская область,19673f39-7c87-4f53-bb1d-89c90b51887f
36,Видное,Московская область,82832bab-2a8b-4459-99ca-a96a63885de2
37,Владивосток,Приморский край,f847fdb2-0078-461a-8cb5-997195815f84
38,Владикавказ,Республика Северная Осетия — Алания,252036b7-eab9-46dc-98c8-52cd1041fed4
39,Владимир,Владимирская область,00480c0c-cb5b-4131-a428-9599de20678d
40,Волжский,Волгоградская область,729a3fb3-09f1-4ef3-af18-0233222c4e9a
41,Вологда,Вологодская область,bf8a4aff-16f6-4571-99d9-0e4a86e086e7
42,Воронеж,Воронежская область,99cd77b5-d80b-4197-a52b-efe0b3ef35c4
44,Геленджик,Краснодарский край,e6c54af0-b3c1-4dea-8f79-9527a478a95d
45,Глазов,Удмуртская Республика,a4754318-48d5-4923-af2a-8ad7642a85a6
46,Горно-Алтайск,Республика Алтай,410d2486-f369-40e8-a8ea-0e0df4918bb8
51,Елец,Липецкая область,b6797ced-2271-4f88-b0ed-f18309b81590
52,Ессентуки,Ставропольский край,920e660d-8d25-4c61-bf90-5f1ac64e6c68
53,Жуковский,Московская область,031513a1-a859-40cb-b28b-976dfdd03955
54,Зерноград,Ростовская область,0affddee-2ac9-4123-94f9-8d925f99f3f3
55,Иваново,Ивановская область,7008b2a7-dfda-4d3e-92da-cced8570ef0c
56,Ижевск,Удмуртская Республика,4a9ab7af-adb4-433c-8fd9-5d398914d250
57,Иркутск,Иркутская область,ca6d40b7-f64b-4e41-bb42-96d44be7fd4a
58,Ишим,Тюменская область,49b122be-2f23-4cf0-9029-070761e1ae1f
59,Йошкар-Ола,Республика Марий Эл,63454324-5d47-48b8-bea0-e1ef974f6a21
60,Казань,Республика Татарстан,157f214d-d1c3-4e91-bbca-582949ff326b
61,Калининград,Калининградская область,a1036197-48c8-43e5-8b52-37ad45231ddb
62,Калуга,Калужская область,10257e71-3728-4e65-80fe-df19cc8bce2b
63,Карачаевск,Карачаево-Черкесская Республика,71e4c5a6-ca5f-4111-9b49-8b441533596a
64,Кемерово,Кемеровская область,c86c3f53-2584-4e39-80ae-eca59cd53a05
68,Ковров,Владимирская область,4e261f00-6a96-43a5-b906-2ea4b54fbbeb
69,Коломна,Московская область,6118df39-f91e-4245-8684-bb4e06f3bec2
70,Комсомольск-на-Амуре,Хабаровский край,d9541062-8465-4fd9-b1fc-bb94dbfb88de
71,Кострома,Костромская область,f446e62b-9f12-4ccb-bb5f-068d93242d08
72,Краснодар,Краснодарский край,85cd26c0-f43f-48ec-a2d9-b07ee06e8a90
73,Красноярск,Красноярский край,64765d2a-4160-4e34-bf51-f9db2b9cb6e4
74,Курган,Курганская область,4bd39cfb-cb00-4b9d-8fd2-06384e1575dd
75,Курск,Курская область,2a565bab-a45b-43a7-ac7d-bb3f34795b54
76,Кызыл,Республика Тыва,6fa153bd-337b-460a-972a-3a5e5346e855
81,Магадан,Магаданская область,d6eff572-8a46-46a1-93ec-2e31fdd1b651
82,Магнитогорск,Челябинская область,1fcbdea0-1270-4bce-b1b6-0605582653b8
83,Майкоп,Республика Адыгея,e42583ef-b906-4758-9e8e-1f2216751a1f
89,Назрань,Республика Ингушетия,9ba28e23-efa4-4c72-8dca-3808116d47d6
90,Нальчик,Кабардино-Балкарская Республика,e58730ef-71d5-493f-b8cc-2b3822d5fb9b
94,Нижнекамск,Республика Татарстан,3a6fe911-a709-4986-b9a7-cff150353763
95,Нижний Новгород,Нижегородская область,eb2dd049-53ac-43b9-bb1c-6d19192e1210
96,Нижний Тагил,Свердловская область,29fb9c45-43ea-4867-a4fc-d18293ff2664
97,Новокузнецк,Кемеровская область,31b1af55-823e-4be2-82e9-a8238f9ce37d
98,Новороссийск,Краснодарский край,1ed93804-46ba-445b-86c3-33b460e4502a
99,Новосибирск,Новосибирская область,50e19c70-d232-4f78-a5b7-b8275a8e5208
100,Новоуральск,Свердловская область,01e2c692-69f7-4b89-a9dd-56a81312a6c1
101,Новочеркасск,Ростовская область,9e5667e4-1f84-43ea-b3e3-8ee2fb129e34
102,Норильск,Красноярский край,6d08fc40-7735-458f-8918-c75cb0bf3f52
103,Обнинск,Калужская область,e1a43c02-4195-4db3-820f-2f65e3d0fa21
104,Омск,Омская область,d545d1c7-5b46-4455-bdba-8ed95abe583c
105,Орёл,Орловская область,a0c7fffc-6508-427f-94fd-4742baabc41c
106,Оренбург,Оренбургская область,3b0badc2-df25-4ba0-9348-04b38bb35b81
107,Орехово-Зуево,Московская область,25b37e61-2c8e-42c0-8d6a-55af6bc4d6aa
108,Орск,Оренбургская область,15cf9925-7023-4e5e-af22-69b3eb7dc57b
109,Пенза,Пензенская область,f8d74ce7-3854-4e01-bd0f-6551c1b46be1
110,Пермь,Пермский край,ddbe7494-8564-4933-91e6-1a3951782951
112,Петрозаводск,Республика Карелия,bc3d1c80-b5c4-475b-a42b-a5f7c796bf7f
114,Псков,Псковская область,bc550ee4-b62b-4ee1-a20e-e4d4ab630dc9
119,Ростов-на-Дону,Ростовская область,1d093934-cdf9-4a9e-9a65-35c42e5ed12f
120,Рузаевка,Республика Мордовия,77c63cd3-0923-47ee-8c5b-3bc404fa7f72
121,Рыбинск,Ярославская область,5119bb71-decf-4f52-862c-354e5211f52e
122,Рязань,Рязанская область,fb677e52-9be6-49a3-9aa4-ce9647d10031
123,Самара,Самарская область,68c0a551-b35f-4574-8bbb-37050d42865e
124,Саранск,Республика Мордовия,e530055a-4c30-4edb-8779-e5f594ae621e
125,Саратов,Саратовская область,edfed1ba-82e6-4e7d-86a3-0b0b72290e15
126,Северск,Томская область,c6520f22-5c30-4d5d-a306-59f790614b27
128,Сиверский,Ленинградская область,2ed499eb-187b-4864-958f-d40d6afed842
129,Славянск-на-Кубани,Краснодарский край,e757e8cf-11e0-481e-8a28-e7d2c0a86075
130,Смоленск,Смоленская область,ed763ade-08cf-4729-9b75-e5ffbb4084dd
131,Снежинск,Челябинская область,a5601ae3-7946-433c-94a6-476c17b87095
132,Соликамск,Пермский край,017be36f-6550-4608-aa18-8cb358ed0613
133,Сочи,Краснодарский край,919ad755-b5b3-4e33-abd2-a7c58aca29d5
134,Ставрополь,Ставропольский край,29ece191-9f90-412a-bd85-47cf0ab5f752
135,Стерлитамак,Республика Башкортостан,430de7a3-14e6-4a6e-bcdd-97d8a17e751d
136,Сургут,Ханты-Мансийский автономный округ — Югра,28a107b2-da5a-45d2-adb6-13190769f3a8
138,Сыктывкар,Республика Коми,cb1f8ded-ad33-4af1-9273-32f1762761c3
139,Таганрог,Ростовская область,d9783aa1-03a2-4adc-ab8a-18ed9ec05285
140,Тамбов,Тамбовская область,050aff39-3b06-489c-8a68-1319a66bead4
141,Тверь,Тверская область,38319137-4a4f-499b-9680-e52897177b2f
143,Тольятти,Самарская область,0a575b97-8c39-4e26-97b8-c3a51b80585f
144,Томск,Томская область,5d89c77c-146b-43ef-b78b-b0fc3b07a2ff
145,Троицк,Челябинская область,8fde3748-52a3-4416-8a9d-e61c0e61618d
146,Тула,Тульская область,559b5d09-1596-404e-b4f6-666f0a2b078a
147,Тюмень,Тюменская область,43d1ea86-dd80-4fc4-a53c-1afe0381e5fe
148,Улан-Удэ,Республика Бурятия,459a6ea7-4577-4beb-9d6e-c335096a7eb8
149,Ульяновск,Ульяновская область,daf8aa3b-f422-42f2-81ec-1940fa76e65d
150,Уссурийск,Приморский край,f5360813-023a-4c55-9e7d-5c6f22902b19
151,Уфа,Республика Башкортостан,31552823-e7fc-4f93-adf3-197f30028a78
152,Ухта,Республика Коми,87c473f1-1a0f-4d63-98c4-142bb5658eb6
153,Хабаровск,Хабаровский край,95a823fc-21b1-482b-baf1-d9d9a21635d9
154,Ханты-Мансийск,Ханты-Мансийский автономный округ — Югра,cfb85bdf-8dc3-4b04-b0ef-6bfeac2102b5
155,Химки,Московская область,5e7f3dfa-4a77-448c-a014-c6d49dd8e955
156,Чайковский,Пермский край,b60b2316-bdc6-4990-8ceb-6b7601f66e7e
157,Чебоксары,Чувашская Республика — Чувашия,e649be20-0eeb-4c00-a083-06948f37e36f
158,Челябинск,Челябинская область,3e7e9718-9526-48e3-98a1-2afcdb881dc2
159,Черкесск,Карачаево-Черкесская Республика,e95a1acf-d87c-450a-9ec7-09617e82e8ed
160,Грозный,Чеченская Республика,a4b9055a-7301-4dea-96b0-2c1b7a5674b4
161,Чита,Забайкальский край,929cae8d-1580-4f79-b0f1-88c24d963a52
162,Чурапча,Республика Саха (Якутия),1266386e-59ca-4188-a72f-50e8ce51581a
163,Шадринск,Курганская область,75942a1c-c648-4fb4-87a4-6a740929f0a0
164,Шахты,Ростовская область,98df388c-edc6-402c-ad93-845f10435453
165,Шуя,Ивановская область,bfa2a228-dfad-43e0-a4be-95cc5b6f0797
166,Элиста,Республика Калмыкия,787c3474-3c33-4c77-976c-e9342297461d
167,Южно-Сахалинск,Сахалинская область,25b85af0-6aea-47c9-9210-72c303de6029
168,Якутск,Республика Саха (Якутия),e129efcf-2847-4116-a0cf-e4776e6b249e
169,Ярославль,Ярославская область,3db69561-2821-4d43-b8d2-5108f48731e8
171,Дербент,Республика Дагестан,ade929ec-6a1e-4b05-92f9-982bb0c429b1
175,Апатиты,Мурманская область,34d61659-eb73-4a09-9adc-4041941aae08
182,Тобольск,Тюменская область,aff5ba48-6f6c-49fc-bd0e-862195e3949c
191,Кингисепп,Ленинградская область,ba2acb69-1988-4e1f-a1fb-10d785564afd
210,Коряжма,Архангельская область,3b7e4bae-6e2e-4489-b173-da1df3f8518f
213,Дудинка,Красноярский край,23a88973-e334-43eb-9105-147ea57291d7
232,Саяногорск,Республика Хакасия,b95f9970-a65b-4d75-9ef9-5dbfbaf13dd1
242,Петергоф,Санкт-Петербург,eb66a43a-c0d7-4e40-9670-3e1de7210eca
266,Котлас,Архангельская область,b94dbae6-6319-4248-8893-6193ec18bd8d
270,Подольск,Московская область,0d4a204e-a373-43d2-ba4e-b361aca5e8ec
283,Надым,Ямало-Ненецкий автономный округ,713a0a7b-62b4-42b1-bbe5-ad9c3c59a2f2
311,Шарыпово,Красноярский край,6b002b70-1cb9-4247-a172-cd0096554eff
317,Алексин,Тульская область,e402026b-65ec-4356-89b2-e019015346db
324,Заринск,Алтайский край,20d65140-a413-4d9e-8d55-bb9d37eeabe5
326,Кандалакша,Мурманская область,558157f2-1cad-4020-a198-c94e7e0e0b4e
334,Торжок,Тверская область,9fefc8e5-25dd-42ad-b801-64f76c018425
345,Олекминск,Республика Саха (Якутия),9dd25780-dec7-4c7d-badb-ffeb8baa7d0c
348,Ломоносов,Санкт-Петербург,caa5e5b8-2f6d-4e05-94d2-f1852b904391
364,Пикалево,Ленинградская область,db54cefe-84ec-4577-bcd7-02401f130690
398,Александров,Владимирская область,581d979d-e1b3-4a3a-bdde-e8919fef99db
403,Ноябрьск,Ямало-Ненецкий автономный округ,695e3132-2e3b-48af-acaa-5d24e6d488ba
428,Щербинка,Москва,81f4c539-a295-4822-ab58-5f149afa74e8
449,Протвино,Московская область,de9ebae3-e817-41b6-a334-c9c07766b593
459,Реутов,Московская область,2c3041f8-7cda-4686-ab8e-33fa30da8aae
461,Новошахтинск,Ростовская область,8f522868-4492-4ea0-a15b-2d7658cebf08
462,Сатка,Челябинская область,66fb6e1a-3dc3-4531-8d73-3b049bbafabf
472,Костомукша,Республика Карелия,3a58aa98-d40e-45d3-b85d-13e5042df171
476,Димитровград,Ульяновская область,1af745f6-8604-4369-bb80-d50934beff93
479,Кузнецк,Пензенская область,f6346772-0bc8-4b1e-b53a-cab15910852a
502,Лиски,Воронежская область,6705361c-4522-4f38-a975-165bff8516ce
524,Белорецк,Республика Башкортостан,6c474676-02b4-4719-9eed-cff0d863e8c2
543,Приозерск,Ленинградская область,a65b156e-03e5-4d3e-8b4e-ca4eb11e6951
545,Зеленодольск,Республика Татарстан,4749da99-2686-415c-a40f-38993b93edf3
580,Электросталь,Московская область,c4617149-663c-4a43-aafa-c945aee22d3d
589,Печора,Республика Коми,a2d8391e-3c2a-46bb-9e80-9588db8b9f51
593,Воскресенск,Московская область,7c362a99-577f-4a14-a29c-72aa6f6266f9
598,Дедовск,Московская область,6e8ccd45-5007-4279-81c8-2de7c7fbf27f
601,Морозовск,Ростовская область,d26edf32-58c3-4f08-829c-412a60b0be96
621,Дзержинск,Нижегородская область,a3067ef4-c875-461f-a2b4-e2b8c4882484
625,Дмитров,Московская область,1182692e-8844-4ceb-8849-132a635e3641
641,Дивногорск,Красноярский край,6f11f572-3f39-46b3-a81d-9b489844a208
668,Серов,Свердловская область,357ec570-ae00-4edd-8616-206e0dfc5ca6
695,Холмск,Сахалинская область,0e71683a-2c8f-4502-a70e-fcf8319408bb
707,Куйбышев,Новосибирская область,992ababe-35ae-460e-b1f0-d08007165ff1
716,Унеча,Брянская область,ca6f7c45-f930-41dc-bf4b-d94219fb8861
722,Ногинск,Московская область,3440cd73-4739-4d0d-a67e-1d6b7aae7943
725,Брюховецкая,Краснодарский край,fbd73565-4983-4eaf-80d4-d77c3a67a0c6
726,Беломорск,Республика Карелия,fa8c40bf-5c1f-4000-85ae-b0f17eadc27f
735,Светлоград,Ставропольский край,27c5bff8-761a-4828-b43f-6bc95ff69476
763,Белоярский,Ханты-Мансийский автономный округ — Югра,145c9ffa-4e76-4924-ab65-85d3e1fcb86f
785,Урюпинск,Волгоградская область,8b5c9826-a02e-4120-accc-4f5e8867dbea
790,Канаш,Чувашская Республика — Чувашия,6af78829-8b52-4fcb-b3b0-e80901d4e1bd
794,Златоуст,Челябинская область,d6df993a-d193-46f2-9ebb-eca98886b090
801,Лыткарино,Московская область,e7192e05-9308-4f8a-b2f7-b1bbd8a96a7a
824,Великий Устюг,Вологодская область,dcc6cd68-28a2-4ff6-af7e-5e51b58844fd
848,Шатура,Московская область,9017da2a-3477-4353-9d62-1cbc0a29f5d8
859,Королёв,Московская область,1b738fb9-f080-4c65-b0de-6b6039ee6834
872,Чехов,Московская область,00ffba10-f053-4827-bade-beb0fb914774
891,Сортавала,Республика Карелия,469c3713-9caf-4284-83ac-d6bd6cc12ad2
910,Егорьевск,Московская область,8d74630a-4356-4653-8c62-1bb2bad77c1f
941,Озерск,Челябинская область,dc4ad965-9396-4e8e-9a2b-bdc18044c33f
952,Сызрань,Самарская область,699fd580-9505-4a77-bdcf-16e47677c977
962,Куровское,Московская область,8c46a95b-f473-4f74-ade3-a18515b92398
964,Новомосковск,Тульская область,43e95543-9d3c-498f-a85e-0c3ddd5a324c
967,Рославль,Смоленская область,90f9ab19-4bd5-481b-aa39-5ba23c90ad6d
1014,Кашира,Московская область,8baa3fe5-4465-488e-9c48-6b6bc734095f
1037,Голицыно,Московская область,d319fcca-764b-4ee9-b3c7-8f3df9618e99
1043,Шарья,Костромская область,203eb21c-0989-493b-a7d0-16f670928573
1046,Стрежевой,Томская область,dbfb9ceb-e021-43eb-b034-1a4e947256ed
1061,Белая Калитва,Ростовская область,85c7b4d5-bb03-4811-9184-b7abc6c1d649
1075,Избербаш,Республика Дагестан,b37e083f-bf28-49a9-a9cc-55914cf327f0
1185,Хасавюрт,Республика Дагестан,89b6e133-d904-4169-9e87-f745aef7ed94
1259,Знаменск,Астраханская область,9eb17170-7090-416f-be29-dd31573e2582
1261,Михайловск,Ставропольский край,e2937b6e-01cc-4eff-924c-7cf64ddb8d07
1297,Щелково,Московская область,c238bef6-efed-45e6-a2cb-0b0fd440bf63
1305,Шахунья,Нижегородская область,07ac8c3a-db1d-4f29-8ace-36a36e1d0d6f
1389,Лянтор,Ханты-Мансийский автономный округ — Югра,38dd2c80-4d7d-4def-9e53-b5d7c758acd3
1396,Белокуриха,Алтайский край,e54c4c04-7d49-4a23-88c9-1bb485a9607a
1449,Буденновск,Ставропольский край,a8821cea-b0b3-4035-905b-71fc055dfae8
1456,Лениногорск,Республика Татарстан,511b231b-1d77-4087-993a-51244bd64984
1489,Новокуйбышевск,Самарская область,5157774c-3bdc-42e2-a595-c5dc75b5a746
1519,Гатчина,Ленинградская область,c0e492a4-38c7-4c13-bad3-2f4398ecf4c2
1692,Краснообск,Новосибирская область,57754c89-0aa1-4693-9844-4c35550771b6
2001,Первоуральск,Свердловская область,833aed1c-fd1a-468e-910e-1551f43009f7
2093,Мелеуз,Республика Башкортостан,0b7bba8e-5aaa-44a8-acac-7ce109e5a608
2180,Кольцово,Новосибирская область,a5a95e8b-852d-4709-a5ff-5f1d53217864
2405,Партизанск,Приморский край,cd1ad586-77ec-441e-8a82-5ba9f0bfd144
2443,Ликино-Дулево,Московская область,3f491d31-c51f-45fe-a5c0-80c0124a1623
2460,Айхал,Республика Саха (Якутия),e7019b7c-6cf6-46b8-96dd-46f00532590a
2525,Сасово,Рязанская область,1104b643-061f-438d-8d83-83e72f55fc68
2745,Вольск,Саратовская область,ec79a5ad-881a-4786-b4a1-63174b10ed09
2829,Усть-Кут,Иркутская область,b6322f7d-f631-4cac-ab45-fe66fdd4f4f7
3048,Вязьма,Смоленская область,03426665-e204-407f-8aeb-a0b43865840f
3155,Агинское,Забайкальский край,d21f33b1-240a-430f-b3e3-09e36b3ddfff
3249,Волжск,Республика Марий Эл,6e934a2f-550e-4cde-91b1-153a1ee7c8ff
3255,Чебаркуль,Челябинская область,237e682c-2c9b-4e3d-b88a-35aaffa89a89
3880,Кинешма,Ивановская область,3bfa92ed-4980-4891-a9c2-356780ad97cb
4130,Ливны,Орловская область,35aa2804-f86f-4615-a85b-bfa6d2c3e507
4142,Кировск,Мурманская область,9f73a9f3-50ff-4158-b0b7-0701a1e32aca
4440,Инза,Ульяновская область,bf13080b-db84-41c7-9ebe-cdb7b6f8413f
5459,Чусовой,Пермский край,967d39d7-19a2-4789-9c9a-058d0d4ea5e9
5915,Киселевск,Кемеровская область,967410f8-781a-4048-a0b6-7062a0a18418
7402,Тара,Омская область,5365e2b4-9f37-4fc8-ad8c-267b558aabe7
7458,Михайловка,Волгоградская область,97562a1f-0ea3-477c-9ea3-6ff29cec40dc
8398,Полесск,Калининградская область,37dfd31c-d196-4d61-8c8c-0ce67b46d2f4
8590,Донецк,Ростовская область,6d37efed-dc66-48b9-9a74-ceff5d73c93a
9196,Октябрьский,Республика Башкортостан,8c368a3c-3c05-47d8-a96a-e8f671099687
9254,Буинск,Республика Татарстан,e78644a3-42d5-4697-aa32-4639f7be9a03
10833,Лысьва,Пермский край,c312ad0d-d75c-4f97-b529-0cfc9ec69bb6
11145,Болотное,Новосибирская область,8aec2f86-e06c-42cf-a40c-b97d668c4be7
11442,Учалы,Республика Башкортостан,c8289838-156a-4cd2-9c00-9e5e1ee3dbc7
12126,Коркино,Челябинская область,c5a7a888-1cab-46c5-b91a-3df13d2329df
12254,Новосиньково,Московская область,7e85cdc7-330e-4173-945c-a54bec1aeca9
12340,Менделеево,Московская область,0a6047cf-cc3f-465b-8089-0bc39d96a4de
13072,Сафоново,Смоленская область,53087a56-3742-471d-abe2-accecff158ce
13307,Вятские Поляны,Кировская область,023f3153-9f40-4242-8d96-7ef784eb4ec7
13333,Мстера,Владимирская область,422f7ad8-8eb9-4e56-b9a7-edbef1f5734c
14071,Клинцы,Брянская область,57c71491-828a-4e05-a276-27898bdb1bd9
14436,Павловская,Краснодарский край,8a16cc7a-07b5-4905-88f0-24feabce8f20
14876,Искитим,Новосибирская область,48202083-d4ee-4f43-b297-519a8ab7fd38
15718,Вознесенская,Краснодарский край,5369a989-e184-49a0-8494-4acca748e2ad
15769,Муравленко,Ямало-Ненецкий автономный округ,4732143f-d62a-4094-a24c-03d4603392e3
16900,Ветлуга,Нижегородская область,a1a78b56-d90d-4012-a9b5-1cefa8973fca
17150,Отрадная,Краснодарский край,08228b53-706a-4c36-9e53-004b2483f4d6
17454,Суровикино,Волгоградская область,d1ac2d70-8993-497c-be96-6170edd7d347
18033,Отрадный,Самарская область,751342ee-3056-4049-8f6a-c343397ae7d0
18180,Славгород,Алтайский край,b7f84cbb-2577-48d8-91c9-453bcd1b921e
18300,Кизляр,Республика Дагестан,af22a60f-ce53-4ad4-8da2-7469264a2067
21122,Мирный,Республика Саха (Якутия),c9235e3c-be2d-4983-a7e6-c0fef1d46c27
21611,Дубна,Московская область,bd0eebcb-12a7-49f0-9310-14c46f69beb5
21713,Усинск,Республика Коми,60315470-8ddd-4f57-8391-da8faf08b74e
22295,Свободный,Амурская область,6ed93f74-b2ce-4301-8f54-473cb804a616
1009407,Алексеевка,Белгородская область,2d35b27f-20f2-4581-9f3c-56d28d1db3ae
1009964,Губкин,Белгородская область,14c30f39-80ca-44ea-9a41-60bfd8b3967a
1015008,Новониколаевский,Волгоградская область,d96e1dba-35c1-4589-8e3a-e5c3d9232db7
